"","qseqid","species","seq_percID","top_perc","diff","taxonomic_level","taxon","genus","family","order","class","phylum","kingdom"
"300","ASV_1009","Oncorhynchus nerka",98.817,98.824,0.007000000000005,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"301","ASV_1054","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"302","ASV_1054","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"303","ASV_1093","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"304","ASV_1093","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"305","ASV_1222","Oncorhynchus gorbuscha",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"306","ASV_1222","Oncorhynchus nerka",98.817,98.824,0.007000000000005,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"307","ASV_1227","Oncorhynchus gorbuscha",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"308","ASV_1227","Oncorhynchus mykiss",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"309","ASV_1269","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"310","ASV_1269","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"311","ASV_1322","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"312","ASV_1322","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"313","ASV_1422","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"314","ASV_1422","Oncorhynchus kisutch",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"315","ASV_1444","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"316","ASV_1444","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"317","ASV_1519","Oncorhynchus keta",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"318","ASV_1519","Oncorhynchus nerka",98.824,98.824,0,"genus","Oncorhynchus","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
