Sample_ID,extraction_ID,pcr_replicate,miseq_run,alternative_ID,collection_year,collection_month,collection_day,location1,location2,time_of_day,longitude,latitude,sample_type,depth,project,extraction_by,extraction_date,plate_or_vial,extraction_plate,extraction_well
NC16_A,NC16,A,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,PCR_blank,NA,NBS,MP,2023_01_05,plate,16_2023,H08
e01885_A,e01885,A,20240423,DY22_08_ST16_0m_1,2022,,,16,Southern Bering Sea,NA,57.4752,-164.0299,sample,0,SBS,MP,2023_01_05,plate,16_2023,A09
e01886_A,e01886,A,20240423,DY22_08_ST16_0m_2,2022,,,16,Southern Bering Sea,NA,57.4752,-164.0299,sample,0,SBS,MP,2023_01_05,plate,16_2023,B09
e01887_A,e01887,A,20240423,DY22_08_ST16_0m_3,2022,,,16,Southern Bering Sea,NA,57.4752,-164.0299,sample,0,SBS,MP,2023_01_05,plate,16_2023,C09
e01888_A,e01888,A,20240423,DY22_08_ST16_blank_4,2022,,,16,Southern Bering Sea,NA,57.4752,-164.0299,field_blank,NA,SBS,MP,2023_01_05,plate,16_2023,D09
e01889_A,e01889,A,20240423,DY22_08_ST18_CTD17_10m_1,2022,,,18,Southern Bering Sea,NA,58.0267,-165.0493,sample,10,SBS,MP,2023_01_05,plate,16_2023,E09
e01890_A,e01890,A,20240423,DY22_08_ST18_CTD17_10m_2,2022,,,18,Southern Bering Sea,NA,58.0267,-165.0493,sample,10,SBS,MP,2023_01_05,plate,16_2023,F09
e01891_A,e01891,A,20240423,DY22_08_ST18_CTD17_10m_3,2022,,,18,Southern Bering Sea,NA,58.0267,-165.0493,sample,10,SBS,MP,2023_01_05,plate,16_2023,G09
e01892_A,e01892,A,20240423,DY22_08_ST18_CTD17_blank_4,2022,,,18,Southern Bering Sea,NA,58.0267,-165.0493,field_blank,NA,SBS,MP,2023_01_05,plate,16_2023,H09
e01893_A,e01893,A,20240423,DY22_08_ST19_bottom_1,2022,,,19,Southern Bering Sea,NA,57.5235,-166.0324,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,A10
e01894_A,e01894,A,20240423,DY22_08_ST19_bottom_2,2022,,,19,Southern Bering Sea,NA,57.5235,-166.0324,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,B10
e01895_A,e01895,A,20240423,DY22_08_ST19_CTD_18_10m_1,2022,,,19,Southern Bering Sea,NA,57.5235,-166.0324,sample,10,SBS,MP,2023_01_05,plate,16_2023,C10
e01896_A,e01896,A,20240423,DY22_08_ST19_CTD_18_10m_2,2022,,,19,Southern Bering Sea,NA,57.5235,-166.0324,sample,10,SBS,MP,2023_01_05,plate,16_2023,D10
e01897_A,e01897,A,20240423,DY22_08_ST24_10m_1,2022,,,24,Southern Bering Sea,NA,57.4904,-168.0325,sample,10,SBS,MP,2023_01_05,plate,16_2023,E10
e01898_A,e01898,A,20240423,DY22_08_ST24_10m_2,2022,,,24,Southern Bering Sea,NA,57.4904,-168.0325,sample,10,SBS,MP,2023_01_05,plate,16_2023,F10
e01899_A,e01899,A,20240423,DY22_08_ST24_10m_3,2022,,,24,Southern Bering Sea,NA,57.4904,-168.0325,sample,10,SBS,MP,2023_01_05,plate,16_2023,G10
e01900_A,e01900,A,20240423,DY22_08_ST24_bottom_1,2022,,,24,Southern Bering Sea,NA,57.4904,-168.0325,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,H10
e01901_A,e01901,A,20240423,DY22_08_ST24_bottom_2,2022,,,24,Southern Bering Sea,NA,57.4904,-168.0325,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,A11
e01902_A,e01902,A,20240423,DY22_08_ST20_10m_1,2022,,,20,Southern Bering Sea,NA,57.0301,-167.0372,sample,10,SBS,MP,2023_01_05,plate,16_2023,B11
e01903_A,e01903,A,20240423,DY22_08_ST20_10m_2,2022,,,20,Southern Bering Sea,NA,57.0301,-167.0372,sample,10,SBS,MP,2023_01_05,plate,16_2023,C11
e01904_A,e01904,A,20240423,DY22_08_ST20_10m_3,2022,,,20,Southern Bering Sea,NA,57.0301,-167.0372,sample,10,SBS,MP,2023_01_05,plate,16_2023,D11
e01905_A,e01905,A,20240423,DY22_08_ST20_bottom_1,2022,,,20,Southern Bering Sea,NA,57.0301,-167.0372,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,E11
e01906_A,e01906,A,20240423,DY22_08_ST20_bottom_2,2022,,,20,Southern Bering Sea,NA,57.0301,-167.0372,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,F11
e01907_A,e01907,A,20240423,DY22_08_ST23_10m_1,2022,,,23,Southern Bering Sea,NA,57.0151,-169.0964,sample,10,SBS,MP,2023_01_05,plate,16_2023,G11
e01908_A,e01908,A,20240423,DY22_08_ST23_10m_2,2022,,,23,Southern Bering Sea,NA,57.0151,-169.0964,sample,10,SBS,MP,2023_01_05,plate,16_2023,H11
e01909_A,e01909,A,20240423,DY22_08_ST23_blank_4,2022,,,23,Southern Bering Sea,NA,57.0151,-169.0964,field_blank,NA,SBS,MP,2023_01_05,plate,16_2023,A12
e01910_A,e01910,A,20240423,DY22_08_ST23_bottom_1,2022,,,23,Southern Bering Sea,NA,57.0151,-169.0964,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,B12
e01911_A,e01911,A,20240423,DY22_08_ST23_bottom_2,2022,,,23,Southern Bering Sea,NA,57.0151,-169.0964,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,C12
e01912_A,e01912,A,20240423,DY22_08_ST23_bottom_3,2022,,,23,Southern Bering Sea,NA,57.0151,-169.0964,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,D12
e01913_A,e01913,A,20240423,DY22_08_ST37_10m_1,2022,,,37,Southern Bering Sea,NA,58.9894,-169.0138,sample,10,SBS,MP,2023_01_05,plate,16_2023,E12
e01914_A,e01914,A,20240423,DY22_08_ST37_10m_2,2022,,,37,Southern Bering Sea,NA,58.9894,-169.0138,sample,10,SBS,MP,2023_01_05,plate,16_2023,F12
e01915_A,e01915,A,20240423,DY22_08_ST37_10m_3,2022,,,37,Southern Bering Sea,NA,58.9894,-169.0138,sample,10,SBS,MP,2023_01_05,plate,16_2023,G12
e01916_A,e01916,A,20240423,DY22_08_ST18_CTD17_10m_1,2022,,,18,Southern Bering Sea,NA,58.0267,-165.0493,sample,10,SBS,MP,2023_01_05,plate,16_2023,H12
e01821_B,e01821,B,20240423,NW22-01_ST31_0m_1,2022,,,31,Northern Bering Sea,09132022 00:24:33.645,63.9993,-168.9962,sample,0,NBS,MP,2023_01_05,plate,16_2023,A01
e01822_B,e01822,B,20240423,NW22-01_ST31_0m_2,2022,,,31,Northern Bering Sea,09132022 00:24:33.645,63.9993,-168.9962,sample,0,NBS,MP,2023_01_05,plate,16_2023,B01
e01823_B,e01823,B,20240423,NW22-01_ST31_0m_3,2022,,,31,Northern Bering Sea,09132022 00:24:33.645,63.9993,-168.9962,sample,0,NBS,MP,2023_01_05,plate,16_2023,C01
e01824_B,e01824,B,20240423,NW22-02_ST31_blank_4,2022,,,31,Northern Bering Sea,09132022 00:24:33.645,63.9993,-168.9962,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,D01
e01825_B,e01825,B,20240423,NW22-02_ST34_0m_1,2022,,,34,Northern Bering Sea,09142022 15:59:27.346,64.5003,-167.0023,sample,0,NBS,MP,2023_01_05,plate,16_2023,E01
e01826_B,e01826,B,20240423,NW22-02_ST34_0m_2,2022,,,34,Northern Bering Sea,09142022 15:59:27.346,64.5003,-167.0023,sample,0,NBS,MP,2023_01_05,plate,16_2023,F01
e01827_B,e01827,B,20240423,NW22-02_ST34_0m_3,2022,,,34,Northern Bering Sea,09142022 15:59:27.346,64.5003,-167.0023,sample,0,NBS,MP,2023_01_05,plate,16_2023,G01
e01828_B,e01828,B,20240423,NW22-02_ST34_blank_4,2022,,,34,Northern Bering Sea,09142022 15:59:27.346,64.5003,-167.0023,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,H01
e01829_B,e01829,B,20240423,NW22-02_ST37_0m_1,2022,,,37,Northern Bering Sea,09152022 00:43:40.018,63.9979,-165.9996,sample,0,NBS,MP,2023_01_05,plate,16_2023,A02
e01830_B,e01830,B,20240423,NW22-02_ST37_0m_2,2022,,,37,Northern Bering Sea,09152022 00:43:40.018,63.9979,-165.9996,sample,0,NBS,MP,2023_01_05,plate,16_2023,B02
e01831_B,e01831,B,20240423,NW22-02_ST37_0m_3,2022,,,37,Northern Bering Sea,09152022 00:43:40.018,63.9979,-165.9996,sample,0,NBS,MP,2023_01_05,plate,16_2023,C02
e01832_B,e01832,B,20240423,NW22-02_ST37_blank_4,2022,,,37,Northern Bering Sea,09152022 00:43:40.018,63.9979,-165.9996,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,D02
e01833_B,e01833,B,20240423,NW22-02_ST40_0m_2,2022,,,40,Northern Bering Sea,09162022 00:14:10.702,64.1013,-164.5009,sample,0,NBS,MP,2023_01_05,plate,16_2023,E02
e01834_B,e01834,B,20240423,NW22-02_ST40_0m_3,2022,,,40,Northern Bering Sea,09162022 00:14:10.702,64.1013,-164.5009,sample,0,NBS,MP,2023_01_05,plate,16_2023,F02
e01835_B,e01835,B,20240423,NW22-02_ST40_blank_4,2022,,,40,Northern Bering Sea,09162022 00:14:10.702,64.1013,-164.5009,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,G02
e01836_B,e01836,B,20240423,NW22-02_ST4_0m_1,2022,,,4,Northern Bering Sea,09032022 00:50:20.663,60.4974,-169.9963,sample,0,NBS,MP,2023_01_05,plate,16_2023,H02
e01837_B,e01837,B,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NBS,MP,2023_01_05,plate,16_2023,A03
e01838_B,e01838,B,20240423,NW22-02_ST4_0m_2,2022,,,4,Northern Bering Sea,09032022 00:50:20.663,60.4974,-169.9963,sample,0,NBS,MP,2023_01_05,plate,16_2023,B03
e01839_B,e01839,B,20240423,NW22-02_ST4_0m_3,2022,,,4,Northern Bering Sea,09032022 00:50:20.663,60.4974,-169.9963,sample,0,NBS,MP,2023_01_05,plate,16_2023,C03
e01840_B,e01840,B,20240423,NW22_02_ST5_0m_1,2022,,,5,Northern Bering Sea,09032022 18:56:36.919,60.5061,-169.0089,sample,0,NBS,MP,2023_01_05,plate,16_2023,D03
e01841_B,e01841,B,20240423,NW22_02_ST5_0m_2,2022,,,5,Northern Bering Sea,09032022 18:56:36.919,60.5061,-169.0089,sample,0,NBS,MP,2023_01_05,plate,16_2023,E03
e01842_B,e01842,B,20240423,NW22_02_ST5_0m_3,2022,,,5,Northern Bering Sea,09032022 18:56:36.919,60.5061,-169.0089,sample,0,NBS,MP,2023_01_05,plate,16_2023,F03
e01843_B,e01843,B,20240423,NW22_02_ST7_0m_1,2022,,,7,Northern Bering Sea,09042022 02:34:14.466,60.5004,-166.9975,sample,0,NBS,MP,2023_01_05,plate,16_2023,G03
e01844_B,e01844,B,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NBS,MP,2023_01_05,plate,16_2023,H03
e01845_B,e01845,B,20240423,NW22_02_ST7_0m_2,2022,,,7,Northern Bering Sea,09042022 02:34:14.466,60.5004,-166.9975,sample,0,NBS,MP,2023_01_05,plate,16_2023,A04
e01846_B,e01846,B,20240423,NW22_02_ST7_0m_3,2022,,,7,Northern Bering Sea,09042022 02:34:14.466,60.5004,-166.9975,sample,0,NBS,MP,2023_01_05,plate,16_2023,B04
e01847_B,e01847,B,20240423,NW22_02_ST7_blank_4,2022,,,7,Northern Bering Sea,09042022 02:34:14.466,60.5004,-166.9975,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,C04
e01848_B,e01848,B,20240423,NW22_02_ST10_0m_2,2022,,,10,Northern Bering Sea,09052022 01:05:19.178,61.0004,-168.9995,sample,0,NBS,MP,2023_01_05,plate,16_2023,D04
e01849_B,e01849,B,20240423,NW22_02_ST10_0m_3,2022,,,10,Northern Bering Sea,09052022 01:05:19.178,61.0004,-168.9995,sample,0,NBS,MP,2023_01_05,plate,16_2023,E04
e01850_B,e01850,B,20240423,NW22_02_ST10_blank_4,2022,,,10,Northern Bering Sea,09052022 01:05:19.178,61.0004,-168.9995,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,F04
e01851_B,e01851,B,20240423,NW22_02_ST13_0m_1,2022,,,13,Northern Bering Sea,09062022 00:55:29.781,61.4996,-168.9994,sample,0,NBS,MP,2023_01_05,plate,16_2023,G04
e01852_B,e01852,B,20240423,NW22_02_ST13_0m_2,2022,,,13,Northern Bering Sea,09062022 00:55:29.781,61.4996,-168.9994,sample,0,NBS,MP,2023_01_05,plate,16_2023,H04
e01853_B,e01853,B,20240423,NW22_02_ST13_0m_3,2022,,,13,Northern Bering Sea,09062022 00:55:29.781,61.4996,-168.9994,sample,0,NBS,MP,2023_01_05,plate,16_2023,A05
e01854_B,e01854,B,20240423,NW22_02_ST13_blank_4,2022,,,13,Northern Bering Sea,09062022 00:55:29.781,61.4996,-168.9994,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,B05
e01855_B,e01855,B,20240423,NW22_02_ST16_0m_1,2022,,,16,Northern Bering Sea,09072022 00:54:22.208,61.9989,-166.9979,sample,0,NBS,MP,2023_01_05,plate,16_2023,C05
e01856_B,e01856,B,20240423,NW22_02_ST16_0m_2,2022,,,16,Northern Bering Sea,09072022 00:54:22.208,61.9989,-166.9979,sample,0,NBS,MP,2023_01_05,plate,16_2023,D05
e01857_B,e01857,B,20240423,NW22_02_ST16_0m_3,2022,,,16,Northern Bering Sea,09072022 00:54:22.208,61.9989,-166.9979,sample,0,NBS,MP,2023_01_05,plate,16_2023,E05
e01858_B,e01858,B,20240423,NW22_02_ST16_blank_4,2022,,,16,Northern Bering Sea,09072022 00:54:22.208,61.9989,-166.9979,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,F05
e01859_B,e01859,B,20240423,NW22_02_ST40_0m_1,2022,,,40,Northern Bering Sea,09162022 00:14:10.702,64.1013,-164.5009,sample,0,NBS,MP,2023_01_05,plate,16_2023,G05
e01860_B,e01860,B,20240423,NW22_02_ST25_0m_2,2022,,,25,Northern Bering Sea,09112022 00:48:04.748,62.5009,-168.0017,sample,0,NBS,MP,2023_01_05,plate,16_2023,H05
e01861_B,e01861,B,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NBS,MP,2023_01_05,plate,16_2023,A06
e01862_B,e01862,B,20240423,NW22_02_ST28_0m_1,2022,,,28,Northern Bering Sea,09122022 01:13:58.636,63.5016,-166.9897,sample,0,NBS,MP,2023_01_05,plate,16_2023,B06
e01863_B,e01863,B,20240423,NW22_02_ST28_0m_2,2022,,,28,Northern Bering Sea,09122022 01:13:58.636,63.5016,-166.9897,sample,0,NBS,MP,2023_01_05,plate,16_2023,C06
e01864_B,e01864,B,20240423,NW22_02_ST28_0m_3,2022,,,28,Northern Bering Sea,09122022 01:13:58.636,63.5016,-166.9897,sample,0,NBS,MP,2023_01_05,plate,16_2023,D06
e01865_B,e01865,B,20240423,NW22_02_ST28_blank_4,2022,,,28,Northern Bering Sea,09122022 01:13:58.636,63.5016,-166.9897,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,E06
e01866_B,e01866,B,20240423,NW22_02_ST21_0m_1,2022,,,21,Northern Bering Sea,09082022 20:11:01.723,62.4997,-170.0002,sample,0,NBS,MP,2023_01_05,plate,16_2023,F06
e01867_B,e01867,B,20240423,NW22_02_ST21_0m_2,2022,,,21,Northern Bering Sea,09082022 20:11:01.723,62.4997,-170.0002,sample,0,NBS,MP,2023_01_05,plate,16_2023,G06
e01868_B,e01868,B,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NBS,MP,2023_01_05,plate,16_2023,H06
e01869_B,e01869,B,20240423,NW22_02_ST21_0m_3,2022,,,21,Northern Bering Sea,09082022 20:11:01.723,62.4997,-170.0002,sample,0,NBS,MP,2023_01_05,plate,16_2023,A07
e01870_B,e01870,B,20240423,NW22_02_ST21_blank_4,2022,,,21,Northern Bering Sea,09082022 20:11:01.723,62.4997,-170.0002,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,B07
e01871_B,e01871,B,20240423,NW22_02_ST25_0m_1,2022,,,25,Northern Bering Sea,09112022 00:48:04.748,62.5009,-168.0017,sample,0,NBS,MP,2023_01_05,plate,16_2023,C07
e01872_B,e01872,B,20240423,NW22_02_ST25_0m_3,2022,,,25,Northern Bering Sea,09112022 00:48:04.748,62.5009,-168.0017,sample,0,NBS,MP,2023_01_05,plate,16_2023,D07
e01873_B,e01873,B,20240423,NW22_02_ST25_blank_4,2022,,,25,Northern Bering Sea,09112022 00:48:04.748,62.5009,-168.0017,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,E07
e01874_B,e01874,B,20240423,NW22_02_ST18_0m_1,2022,,,18,Northern Bering Sea,09072022 20:11:36.072,62.0011,-169.003,sample,0,NBS,MP,2023_01_05,plate,16_2023,F07
e01875_B,e01875,B,20240423,NW22_02_ST18_0m_2,2022,,,18,Northern Bering Sea,09072022 20:11:36.072,62.0011,-169.003,sample,0,NBS,MP,2023_01_05,plate,16_2023,G07
e01876_B,e01876,B,20240423,NW22_02_ST18_0m_3,2022,,,18,Northern Bering Sea,09072022 20:11:36.072,62.0011,-169.003,sample,0,NBS,MP,2023_01_05,plate,16_2023,H07
e01877_B,e01877,B,20240423,NW22_02_ST18_blank_4,2022,,,18,Northern Bering Sea,09072022 20:11:36.072,62.0011,-169.003,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,A08
e01878_B,e01878,B,20240423,NW22_02_ST10_0m_1,2022,,,10,Northern Bering Sea,09052022 01:05:19.178,61.0004,-168.9995,sample,0,NBS,MP,2023_01_05,plate,16_2023,B08
e01879_B,e01879,B,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NBS,MP,2023_01_05,plate,16_2023,C08
e01880_B,e01880,B,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NBS,MP,2023_01_05,plate,16_2023,D08
e01881_B,e01881,B,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NBS,MP,2023_01_05,plate,16_2023,E08
e01882_B,e01882,B,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,NA,NBS,MP,2023_01_05,plate,16_2023,F08
PC16_B,PC16,B,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive_control,NA,NBS,MP,2023_01_05,plate,16_2023,G08
NC16_B,NC16,B,20240423,NA,NA,NA,NA,NA,NA,NA,NA,NA,PCR_blank,NA,NBS,MP,2023_01_05,plate,16_2023,H08
e01885_B,e01885,B,20240423,DY22_08_ST16_0m_1,2022,,,16,Southern Bering Sea,NA,57.4752,-164.0299,sample,0,SBS,MP,2023_01_05,plate,16_2023,A09
e01886_B,e01886,B,20240423,DY22_08_ST16_0m_2,2022,,,16,Southern Bering Sea,NA,57.4752,-164.0299,sample,0,SBS,MP,2023_01_05,plate,16_2023,B09
e01887_B,e01887,B,20240423,DY22_08_ST16_0m_3,2022,,,16,Southern Bering Sea,NA,57.4752,-164.0299,sample,0,SBS,MP,2023_01_05,plate,16_2023,C09
e01888_B,e01888,B,20240423,DY22_08_ST16_blank_4,2022,,,16,Southern Bering Sea,NA,57.4752,-164.0299,field_blank,NA,SBS,MP,2023_01_05,plate,16_2023,D09
e01889_B,e01889,B,20240423,DY22_08_ST18_CTD17_10m_1,2022,,,18,Southern Bering Sea,NA,58.0267,-165.0493,sample,10,SBS,MP,2023_01_05,plate,16_2023,E09
e01890_B,e01890,B,20240423,DY22_08_ST18_CTD17_10m_2,2022,,,18,Southern Bering Sea,NA,58.0267,-165.0493,sample,10,SBS,MP,2023_01_05,plate,16_2023,F09
e01891_B,e01891,B,20240423,DY22_08_ST18_CTD17_10m_3,2022,,,18,Southern Bering Sea,NA,58.0267,-165.0493,sample,10,SBS,MP,2023_01_05,plate,16_2023,G09
e01892_B,e01892,B,20240423,DY22_08_ST18_CTD17_blank_4,2022,,,18,Southern Bering Sea,NA,58.0267,-165.0493,field_blank,NA,SBS,MP,2023_01_05,plate,16_2023,H09
e01893_B,e01893,B,20240423,DY22_08_ST19_bottom_1,2022,,,19,Southern Bering Sea,NA,57.5235,-166.0324,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,A10
e01894_B,e01894,B,20240423,DY22_08_ST19_bottom_2,2022,,,19,Southern Bering Sea,NA,57.5235,-166.0324,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,B10
e01895_B,e01895,B,20240423,DY22_08_ST19_CTD_18_10m_1,2022,,,19,Southern Bering Sea,NA,57.5235,-166.0324,sample,10,SBS,MP,2023_01_05,plate,16_2023,C10
e01896_B,e01896,B,20240423,DY22_08_ST19_CTD_18_10m_2,2022,,,19,Southern Bering Sea,NA,57.5235,-166.0324,sample,10,SBS,MP,2023_01_05,plate,16_2023,D10
e01897_B,e01897,B,20240423,DY22_08_ST24_10m_1,2022,,,24,Southern Bering Sea,NA,57.4904,-168.0325,sample,10,SBS,MP,2023_01_05,plate,16_2023,E10
e01898_B,e01898,B,20240423,DY22_08_ST24_10m_2,2022,,,24,Southern Bering Sea,NA,57.4904,-168.0325,sample,10,SBS,MP,2023_01_05,plate,16_2023,F10
e01899_B,e01899,B,20240423,DY22_08_ST24_10m_3,2022,,,24,Southern Bering Sea,NA,57.4904,-168.0325,sample,10,SBS,MP,2023_01_05,plate,16_2023,G10
e01900_B,e01900,B,20240423,DY22_08_ST24_bottom_1,2022,,,24,Southern Bering Sea,NA,57.4904,-168.0325,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,H10
e01901_B,e01901,B,20240423,DY22_08_ST24_bottom_2,2022,,,24,Southern Bering Sea,NA,57.4904,-168.0325,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,A11
e01902_B,e01902,B,20240423,DY22_08_ST20_10m_1,2022,,,20,Southern Bering Sea,NA,57.0301,-167.0372,sample,10,SBS,MP,2023_01_05,plate,16_2023,B11
e01903_B,e01903,B,20240423,DY22_08_ST20_10m_2,2022,,,20,Southern Bering Sea,NA,57.0301,-167.0372,sample,10,SBS,MP,2023_01_05,plate,16_2023,C11
e01904_B,e01904,B,20240423,DY22_08_ST20_10m_3,2022,,,20,Southern Bering Sea,NA,57.0301,-167.0372,sample,10,SBS,MP,2023_01_05,plate,16_2023,D11
e01905_B,e01905,B,20240423,DY22_08_ST20_bottom_1,2022,,,20,Southern Bering Sea,NA,57.0301,-167.0372,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,E11
e01906_B,e01906,B,20240423,DY22_08_ST20_bottom_2,2022,,,20,Southern Bering Sea,NA,57.0301,-167.0372,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,F11
e01907_B,e01907,B,20240423,DY22_08_ST23_10m_1,2022,,,23,Southern Bering Sea,NA,57.0151,-169.0964,sample,10,SBS,MP,2023_01_05,plate,16_2023,G11
e01908_B,e01908,B,20240423,DY22_08_ST23_10m_2,2022,,,23,Southern Bering Sea,NA,57.0151,-169.0964,sample,10,SBS,MP,2023_01_05,plate,16_2023,H11
e01909_B,e01909,B,20240423,DY22_08_ST23_blank_4,2022,,,23,Southern Bering Sea,NA,57.0151,-169.0964,field_blank,NA,SBS,MP,2023_01_05,plate,16_2023,A12
e01910_B,e01910,B,20240423,DY22_08_ST23_bottom_1,2022,,,23,Southern Bering Sea,NA,57.0151,-169.0964,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,B12
e01911_B,e01911,B,20240423,DY22_08_ST23_bottom_2,2022,,,23,Southern Bering Sea,NA,57.0151,-169.0964,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,C12
e01912_B,e01912,B,20240423,DY22_08_ST23_bottom_3,2022,,,23,Southern Bering Sea,NA,57.0151,-169.0964,sample,bottom,SBS,MP,2023_01_05,plate,16_2023,D12
e01913_B,e01913,B,20240423,DY22_08_ST37_10m_1,2022,,,37,Southern Bering Sea,NA,58.9894,-169.0138,sample,10,SBS,MP,2023_01_05,plate,16_2023,E12
e01914_B,e01914,B,20240423,DY22_08_ST37_10m_2,2022,,,37,Southern Bering Sea,NA,58.9894,-169.0138,sample,10,SBS,MP,2023_01_05,plate,16_2023,F12
e01915_B,e01915,B,20240423,DY22_08_ST37_10m_3,2022,,,37,Southern Bering Sea,NA,58.9894,-169.0138,sample,10,SBS,MP,2023_01_05,plate,16_2023,G12
e01916_B,e01916,B,20240423,DY22_08_ST18_CTD17_10m_1,2022,,,18,Southern Bering Sea,NA,58.0267,-165.0493,sample,10,SBS,MP,2023_01_05,plate,16_2023,H12
e01821_C,e01821,C,20240423,NW22-01_ST31_0m_1,2022,,,31,Northern Bering Sea,09132022 00:24:33.645,63.9993,-168.9962,sample,0,NBS,MP,2023_01_05,plate,16_2023,A01
e01822_C,e01822,C,20240423,NW22-01_ST31_0m_2,2022,,,31,Northern Bering Sea,09132022 00:24:33.645,63.9993,-168.9962,sample,0,NBS,MP,2023_01_05,plate,16_2023,B01
e01823_C,e01823,C,20240423,NW22-01_ST31_0m_3,2022,,,31,Northern Bering Sea,09132022 00:24:33.645,63.9993,-168.9962,sample,0,NBS,MP,2023_01_05,plate,16_2023,C01
e01824_C,e01824,C,20240423,NW22-02_ST31_blank_4,2022,,,31,Northern Bering Sea,09132022 00:24:33.645,63.9993,-168.9962,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,D01
e01825_C,e01825,C,20240423,NW22-02_ST34_0m_1,2022,,,34,Northern Bering Sea,09142022 15:59:27.346,64.5003,-167.0023,sample,0,NBS,MP,2023_01_05,plate,16_2023,E01
e01826_C,e01826,C,20240423,NW22-02_ST34_0m_2,2022,,,34,Northern Bering Sea,09142022 15:59:27.346,64.5003,-167.0023,sample,0,NBS,MP,2023_01_05,plate,16_2023,F01
e01827_C,e01827,C,20240423,NW22-02_ST34_0m_3,2022,,,34,Northern Bering Sea,09142022 15:59:27.346,64.5003,-167.0023,sample,0,NBS,MP,2023_01_05,plate,16_2023,G01
e01828_C,e01828,C,20240423,NW22-02_ST34_blank_4,2022,,,34,Northern Bering Sea,09142022 15:59:27.346,64.5003,-167.0023,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,H01
e01829_C,e01829,C,20240423,NW22-02_ST37_0m_1,2022,,,37,Northern Bering Sea,09152022 00:43:40.018,63.9979,-165.9996,sample,0,NBS,MP,2023_01_05,plate,16_2023,A02
e01830_C,e01830,C,20240423,NW22-02_ST37_0m_2,2022,,,37,Northern Bering Sea,09152022 00:43:40.018,63.9979,-165.9996,sample,0,NBS,MP,2023_01_05,plate,16_2023,B02
e01831_C,e01831,C,20240423,NW22-02_ST37_0m_3,2022,,,37,Northern Bering Sea,09152022 00:43:40.018,63.9979,-165.9996,sample,0,NBS,MP,2023_01_05,plate,16_2023,C02
e01832_C,e01832,C,20240423,NW22-02_ST37_blank_4,2022,,,37,Northern Bering Sea,09152022 00:43:40.018,63.9979,-165.9996,field_blank,NA,NBS,MP,2023_01_05,plate,16_2023,D02
e01833_C,e01833,C,20240423,NW22-02_ST40_0m_2,2022,,,40,Northern Bering Sea,09162022 00:14:10.702,64.1013,-164.5009,sample,0,NBS,MP,2023_01_05,plate,16_2023,E02
e01834_C,e01834,C,20240423,NW22-02_ST40_0m_3,2022,,,40,Northern Bering Sea,09162022 00:14:10.702,64.1013,-164.5009,sample,0,NBS,MP,2023_01_05,plate,16_2023,F02
