sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_merged	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
e01897-B-20240611	e01897-B-20240611	3	e01897-B_S341_L001_R1_001.fastq.gz	e01897-B_S341_L001_R2_001.fastq.gz	24086	24086	23641	23641	23317	23317	12891	12891	12840	12840
e01897-C-20240423	e01897-C-20240423	1	e01897-C_S494_L001_R1_001.fastq.gz	e01897-C_S494_L001_R2_001.fastq.gz	13613	13613	13426	13426	13275	13275	12882	12882	12559	12559
e01897-C-20240611	e01897-C-20240611	3	e01897-C_S437_L001_R1_001.fastq.gz	e01897-C_S437_L001_R2_001.fastq.gz	33093	33093	32613	32613	32395	32395	27858	27858	27760	27760
e01898-A-20240423	e01898-A-20240423	1	e01898-A_S303_L001_R1_001.fastq.gz	e01898-A_S303_L001_R2_001.fastq.gz	26560	26560	26226	26226	24378	24378	23933	23933	23742	23742
e01898-A-20240613	e01898-A-20240613	4	e01898-A_S78_L001_R1_001.fastq.gz	e01898-A_S78_L001_R2_001.fastq.gz	51069	51069	50437	50437	45902	45902	33818	33818	33818	33818
e01898-B-20240423	e01898-B-20240423	1	e01898-B_S399_L001_R1_001.fastq.gz	e01898-B_S399_L001_R2_001.fastq.gz	22650	22650	22353	22353	22296	22296	21841	21841	20939	20939
e01898-B-20240611	e01898-B-20240611	3	e01898-B_S342_L001_R1_001.fastq.gz	e01898-B_S342_L001_R2_001.fastq.gz	42384	42384	41862	41862	41679	41679	36042	36042	35839	35839
e01898-C-20240423	e01898-C-20240423	1	e01898-C_S495_L001_R1_001.fastq.gz	e01898-C_S495_L001_R2_001.fastq.gz	26588	26588	26268	26268	20016	20016	19255	19255	18936	18936
e01898-C-20240611	e01898-C-20240611	3	e01898-C_S438_L001_R1_001.fastq.gz	e01898-C_S438_L001_R2_001.fastq.gz	34126	34126	33657	33657	33026	33026	28992	28992	28774	28774
e01899-A-20240423	e01899-A-20240423	1	e01899-A_S304_L001_R1_001.fastq.gz	e01899-A_S304_L001_R2_001.fastq.gz	21288	21288	21010	21010	20922	20922	20084	20084	19821	19821
e01899-A-20240613	e01899-A-20240613	4	e01899-A_S79_L001_R1_001.fastq.gz	e01899-A_S79_L001_R2_001.fastq.gz	31373	31373	30905	30905	27117	27117	11819	11819	11819	11819
e01899-B-20240423	e01899-B-20240423	1	e01899-B_S400_L001_R1_001.fastq.gz	e01899-B_S400_L001_R2_001.fastq.gz	23139	23139	22784	22784	11504	11504	11185	11185	11100	11100
e01899-B-20240611	e01899-B-20240611	3	e01899-B_S343_L001_R1_001.fastq.gz	e01899-B_S343_L001_R2_001.fastq.gz	26913	26913	26499	26499	26342	26342	17514	17514	17460	17460
e01899-C-20240423	e01899-C-20240423	1	e01899-C_S496_L001_R1_001.fastq.gz	e01899-C_S496_L001_R2_001.fastq.gz	19795	19795	19531	19531	9696	9696	9050	9050	9028	9028
e01899-C-20240611	e01899-C-20240611	3	e01899-C_S439_L001_R1_001.fastq.gz	e01899-C_S439_L001_R2_001.fastq.gz	15831	15831	15577	15577	12468	12468	8442	8442	8442	8442
e01900-A-20240423	e01900-A-20240423	1	e01900-A_S305_L001_R1_001.fastq.gz	e01900-A_S305_L001_R2_001.fastq.gz	9642	9642	9492	9492	9387	9387	9128	9128	9120	9120
e01900-A-20240613	e01900-A-20240613	4	e01900-A_S80_L001_R1_001.fastq.gz	e01900-A_S80_L001_R2_001.fastq.gz	33356	33356	30578	30578	21758	21758	11562	11562	11562	11562
e01900-B-20240423	e01900-B-20240423	1	e01900-B_S401_L001_R1_001.fastq.gz	e01900-B_S401_L001_R2_001.fastq.gz	7792	7792	7678	7678	7592	7592	7462	7462	7462	7462
e01900-B-20240611	e01900-B-20240611	3	e01900-B_S344_L001_R1_001.fastq.gz	e01900-B_S344_L001_R2_001.fastq.gz	11873	11873	11137	11137	5939	5939	2870	2870	2870	2870
e01900-C-20240423	e01900-C-20240423	1	e01900-C_S497_L001_R1_001.fastq.gz	e01900-C_S497_L001_R2_001.fastq.gz	17160	17160	16950	16950	1448	1448	1400	1400	1400	1400
e01900-C-20240611	e01900-C-20240611	3	e01900-C_S440_L001_R1_001.fastq.gz	e01900-C_S440_L001_R2_001.fastq.gz	7498	7498	7317	7317	3257	3257	10	10	10	0
e01901-A-20240423	e01901-A-20240423	1	e01901-A_S306_L001_R1_001.fastq.gz	e01901-A_S306_L001_R2_001.fastq.gz	22245	22245	21937	21937	19947	19947	19582	19582	19385	19385
e01901-A-20240613	e01901-A-20240613	4	e01901-A_S81_L001_R1_001.fastq.gz	e01901-A_S81_L001_R2_001.fastq.gz	47862	47862	47264	47264	42062	42062	31993	31993	31993	31960
e01901-B-20240423	e01901-B-20240423	1	e01901-B_S402_L001_R1_001.fastq.gz	e01901-B_S402_L001_R2_001.fastq.gz	23027	23027	22714	22714	22316	22316	21939	21939	21708	21708
e01901-B-20240611	e01901-B-20240611	3	e01901-B_S345_L001_R1_001.fastq.gz	e01901-B_S345_L001_R2_001.fastq.gz	34184	34184	33772	33772	32478	32478	29637	29637	29530	29530
e01901-C-20240423	e01901-C-20240423	1	e01901-C_S498_L001_R1_001.fastq.gz	e01901-C_S498_L001_R2_001.fastq.gz	12856	12856	12689	12689	11510	11510	11269	11269	11109	11109
e01901-C-20240611	e01901-C-20240611	3	e01901-C_S441_L001_R1_001.fastq.gz	e01901-C_S441_L001_R2_001.fastq.gz	38104	38104	37557	37557	36516	36516	34206	34206	34058	34058
e01902-A-20240423	e01902-A-20240423	1	e01902-A_S307_L001_R1_001.fastq.gz	e01902-A_S307_L001_R2_001.fastq.gz	17274	17274	17039	17039	5266	5266	4643	4643	4643	4643
e01902-A-20240613	e01902-A-20240613	4	e01902-A_S82_L001_R1_001.fastq.gz	e01902-A_S82_L001_R2_001.fastq.gz	32827	32827	32411	32411	22944	22944	13648	13648	13533	13533
e01902-B-20240423	e01902-B-20240423	1	e01902-B_S403_L001_R1_001.fastq.gz	e01902-B_S403_L001_R2_001.fastq.gz	5881	5881	5803	5803	5623	5623	4315	4315	4315	4315
e01902-B-20240611	e01902-B-20240611	3	e01902-B_S346_L001_R1_001.fastq.gz	e01902-B_S346_L001_R2_001.fastq.gz	25864	25864	25488	25488	25322	25322	17374	17374	17374	17374
e01902-C-20240423	e01902-C-20240423	1	e01902-C_S499_L001_R1_001.fastq.gz	e01902-C_S499_L001_R2_001.fastq.gz	15500	15500	15283	15283	12280	12280	11301	11301	11298	11298
e01902-C-20240611	e01902-C-20240611	3	e01902-C_S442_L001_R1_001.fastq.gz	e01902-C_S442_L001_R2_001.fastq.gz	14240	14240	14041	14041	9061	9061	4502	4502	4502	4502
e01903-A-20240423	e01903-A-20240423	1	e01903-A_S308_L001_R1_001.fastq.gz	e01903-A_S308_L001_R2_001.fastq.gz	32674	32674	32169	32169	18513	18513	17519	17519	17274	17274
e01903-A-20240613	e01903-A-20240613	4	e01903-A_S83_L001_R1_001.fastq.gz	e01903-A_S83_L001_R2_001.fastq.gz	75025	75025	74201	74201	67736	67736	59254	59254	59148	59148
e01903-B-20240423	e01903-B-20240423	1	e01903-B_S404_L001_R1_001.fastq.gz	e01903-B_S404_L001_R2_001.fastq.gz	33113	33113	32606	32606	15629	15629	15159	15159	15103	15103
e01903-B-20240611	e01903-B-20240611	3	e01903-B_S347_L001_R1_001.fastq.gz	e01903-B_S347_L001_R2_001.fastq.gz	45871	45871	45340	45340	45077	45077	39930	39930	39873	39873
e01903-C-20240423	e01903-C-20240423	1	e01903-C_S500_L001_R1_001.fastq.gz	e01903-C_S500_L001_R2_001.fastq.gz	29886	29886	29501	29501	27820	27820	26723	26723	26612	26612
e01903-C-20240611	e01903-C-20240611	3	e01903-C_S443_L001_R1_001.fastq.gz	e01903-C_S443_L001_R2_001.fastq.gz	27654	27654	27280	27280	21951	21951	17742	17742	17675	17675
e01904-A-20240423	e01904-A-20240423	1	e01904-A_S309_L001_R1_001.fastq.gz	e01904-A_S309_L001_R2_001.fastq.gz	13625	13625	13421	13421	12277	12277	7678	7678	7678	7678
e01904-A-20240613	e01904-A-20240613	4	e01904-A_S84_L001_R1_001.fastq.gz	e01904-A_S84_L001_R2_001.fastq.gz	53122	53122	52441	52441	51231	51231	34388	34388	34052	34052
e01904-B-20240423	e01904-B-20240423	1	e01904-B_S405_L001_R1_001.fastq.gz	e01904-B_S405_L001_R2_001.fastq.gz	6737	6737	6627	6627	6228	6228	721	721	721	721
e01904-B-20240611	e01904-B-20240611	3	e01904-B_S348_L001_R1_001.fastq.gz	e01904-B_S348_L001_R2_001.fastq.gz	24172	24172	23801	23801	23596	23596	10490	10490	10490	10490
e01904-C-20240423	e01904-C-20240423	1	e01904-C_S501_L001_R1_001.fastq.gz	e01904-C_S501_L001_R2_001.fastq.gz	13777	13777	13592	13592	11852	11852	8778	8778	8778	8778
e01904-C-20240611	e01904-C-20240611	3	e01904-C_S444_L001_R1_001.fastq.gz	e01904-C_S444_L001_R2_001.fastq.gz	21827	21827	21463	21463	21292	21292	14809	14809	14809	14809
e01905-A-20240423	e01905-A-20240423	1	e01905-A_S310_L001_R1_001.fastq.gz	e01905-A_S310_L001_R2_001.fastq.gz	28026	28026	27595	27595	4115	4115	3823	3823	3823	3823
e01905-A-20240613	e01905-A-20240613	4	e01905-A_S85_L001_R1_001.fastq.gz	e01905-A_S85_L001_R2_001.fastq.gz	25872	25872	23647	23647	13227	13227	699	699	699	477
e01905-B-20240423	e01905-B-20240423	1	e01905-B_S406_L001_R1_001.fastq.gz	e01905-B_S406_L001_R2_001.fastq.gz	18899	18899	18638	18638	18582	18582	18106	18106	18037	18037
e01905-B-20240611	e01905-B-20240611	3	e01905-B_S349_L001_R1_001.fastq.gz	e01905-B_S349_L001_R2_001.fastq.gz	14868	14868	14337	14337	13015	13015	14	14	14	14
e01905-C-20240423	e01905-C-20240423	1	e01905-C_S502_L001_R1_001.fastq.gz	e01905-C_S502_L001_R2_001.fastq.gz	4719	4719	4663	4663	3382	3382	2243	2243	2243	2243
e01905-C-20240611	e01905-C-20240611	3	e01905-C_S445_L001_R1_001.fastq.gz	e01905-C_S445_L001_R2_001.fastq.gz	18468	18468	18220	18220	12861	12861	8634	8634	8634	3588
e01906-A-20240423	e01906-A-20240423	1	e01906-A_S311_L001_R1_001.fastq.gz	e01906-A_S311_L001_R2_001.fastq.gz	33109	33109	32606	32606	30431	30431	7085	7085	7085	7085
e01906-A-20240613	e01906-A-20240613	4	e01906-A_S86_L001_R1_001.fastq.gz	e01906-A_S86_L001_R2_001.fastq.gz	47014	47014	46374	46374	32636	32636	27286	27286	27286	27059
e01906-B-20240423	e01906-B-20240423	1	e01906-B_S407_L001_R1_001.fastq.gz	e01906-B_S407_L001_R2_001.fastq.gz	7320	7320	7195	7195	7109	7109	6864	6864	6864	6864
e01906-B-20240611	e01906-B-20240611	3	e01906-B_S350_L001_R1_001.fastq.gz	e01906-B_S350_L001_R2_001.fastq.gz	11676	11676	11222	11222	11013	11013	63	63	63	14
e01906-C-20240423	e01906-C-20240423	1	e01906-C_S503_L001_R1_001.fastq.gz	e01906-C_S503_L001_R2_001.fastq.gz	4272	4272	4217	4217	1282	1282	1073	1073	1073	1073
e01906-C-20240611	e01906-C-20240611	3	e01906-C_S446_L001_R1_001.fastq.gz	e01906-C_S446_L001_R2_001.fastq.gz	37060	37060	36525	36525	34627	34627	31960	31960	31849	31849
e01907-A-20240423	e01907-A-20240423	1	e01907-A_S312_L001_R1_001.fastq.gz	e01907-A_S312_L001_R2_001.fastq.gz	16510	16510	16264	16264	16010	16010	14918	14918	14918	14918
e01907-A-20240613	e01907-A-20240613	4	e01907-A_S87_L001_R1_001.fastq.gz	e01907-A_S87_L001_R2_001.fastq.gz	34415	34415	33734	33734	23152	23152	12796	12796	12796	12796
e01907-B-20240423	e01907-B-20240423	1	e01907-B_S408_L001_R1_001.fastq.gz	e01907-B_S408_L001_R2_001.fastq.gz	16897	16897	16671	16671	16370	16370	15700	15700	15584	15584
e01907-B-20240611	e01907-B-20240611	3	e01907-B_S351_L001_R1_001.fastq.gz	e01907-B_S351_L001_R2_001.fastq.gz	16703	16703	16280	16280	14332	14332	6322	6322	6322	6322
e01907-C-20240423	e01907-C-20240423	1	e01907-C_S504_L001_R1_001.fastq.gz	e01907-C_S504_L001_R2_001.fastq.gz	19100	19100	18830	18830	13837	13837	13500	13500	13500	13500
e01907-C-20240611	e01907-C-20240611	3	e01907-C_S447_L001_R1_001.fastq.gz	e01907-C_S447_L001_R2_001.fastq.gz	21739	21739	21379	21379	21020	21020	16960	16960	16960	16960
e01908-A-20240423	e01908-A-20240423	1	e01908-A_S313_L001_R1_001.fastq.gz	e01908-A_S313_L001_R2_001.fastq.gz	16981	16981	16751	16751	16224	16224	15110	15110	15054	15054
e01908-A-20240613	e01908-A-20240613	4	e01908-A_S88_L001_R1_001.fastq.gz	e01908-A_S88_L001_R2_001.fastq.gz	32973	32973	32410	32410	27996	27996	6043	6043	6043	6043
e01908-B-20240423	e01908-B-20240423	1	e01908-B_S409_L001_R1_001.fastq.gz	e01908-B_S409_L001_R2_001.fastq.gz	13337	13337	13134	13134	12952	12952	12574	12574	12574	12574
e01908-B-20240611	e01908-B-20240611	3	e01908-B_S352_L001_R1_001.fastq.gz	e01908-B_S352_L001_R2_001.fastq.gz	18480	18480	17917	17917	16049	16049	3408	3408	3408	3408
e01908-C-20240423	e01908-C-20240423	1	e01908-C_S505_L001_R1_001.fastq.gz	e01908-C_S505_L001_R2_001.fastq.gz	17939	17939	17733	17733	17429	17429	17035	17035	17035	17035
e01908-C-20240611	e01908-C-20240611	3	e01908-C_S448_L001_R1_001.fastq.gz	e01908-C_S448_L001_R2_001.fastq.gz	10712	10712	10391	10391	4742	4742	5	5	5	5
e01909-A-20240423	e01909-A-20240423	1	e01909-A_S314_L001_R1_001.fastq.gz	e01909-A_S314_L001_R2_001.fastq.gz	6030	6030	5939	5939	2287	2287	2145	2145	2137	2137
e01909-A-20240613	e01909-A-20240613	4	e01909-A_S89_L001_R1_001.fastq.gz	e01909-A_S89_L001_R2_001.fastq.gz	15467	15467	15102	15102	1927	1927	762	762	762	762
e01909-B-20240423	e01909-B-20240423	1	e01909-B_S410_L001_R1_001.fastq.gz	e01909-B_S410_L001_R2_001.fastq.gz	19030	19030	18747	18747	4618	4618	4246	4246	4233	4233
e01909-B-20240611	e01909-B-20240611	3	e01909-B_S353_L001_R1_001.fastq.gz	e01909-B_S353_L001_R2_001.fastq.gz	2855	2855	2805	2805	46	46	0	0	0	0
e01909-C-20240423	e01909-C-20240423	1	e01909-C_S506_L001_R1_001.fastq.gz	e01909-C_S506_L001_R2_001.fastq.gz	14522	14522	14333	14333	2495	2495	2282	2282	2265	2265
e01909-C-20240611	e01909-C-20240611	3	e01909-C_S449_L001_R1_001.fastq.gz	e01909-C_S449_L001_R2_001.fastq.gz	9490	9490	9229	9229	402	402	0	0	0	0
e01910-A-20240423	e01910-A-20240423	1	e01910-A_S315_L001_R1_001.fastq.gz	e01910-A_S315_L001_R2_001.fastq.gz	22577	22577	22227	22227	2408	2408	2034	2034	2034	2034
e01910-A-20240613	e01910-A-20240613	4	e01910-A_S90_L001_R1_001.fastq.gz	e01910-A_S90_L001_R2_001.fastq.gz	25813	25813	25427	25427	15705	15705	12562	12562	12562	12342
e01910-B-20240423	e01910-B-20240423	1	e01910-B_S411_L001_R1_001.fastq.gz	e01910-B_S411_L001_R2_001.fastq.gz	5179	5179	5116	5116	3726	3726	3235	3235	3235	3235
e01910-B-20240611	e01910-B-20240611	3	e01910-B_S354_L001_R1_001.fastq.gz	e01910-B_S354_L001_R2_001.fastq.gz	2	2	2	2	2	2	0	0	0	0
e01910-C-20240423	e01910-C-20240423	1	e01910-C_S507_L001_R1_001.fastq.gz	e01910-C_S507_L001_R2_001.fastq.gz	13283	13283	13098	13098	5147	5147	4827	4827	4827	4827
e01910-C-20240611	e01910-C-20240611	3	e01910-C_S450_L001_R1_001.fastq.gz	e01910-C_S450_L001_R2_001.fastq.gz	1320	1320	1192	1192	1004	1004	0	0	0	0
e01911-A-20240423	e01911-A-20240423	1	e01911-A_S316_L001_R1_001.fastq.gz	e01911-A_S316_L001_R2_001.fastq.gz	7198	7198	7090	7090	2387	2387	1897	1897	1897	1897
e01911-A-20240613	e01911-A-20240613	4	e01911-A_S91_L001_R1_001.fastq.gz	e01911-A_S91_L001_R2_001.fastq.gz	22698	22698	22391	22391	7993	7993	5938	5938	5938	5938
e01911-B-20240423	e01911-B-20240423	1	e01911-B_S412_L001_R1_001.fastq.gz	e01911-B_S412_L001_R2_001.fastq.gz	22802	22802	22509	22509	4019	4019	3472	3472	3472	3472
e01911-B-20240611	e01911-B-20240611	3	e01911-B_S355_L001_R1_001.fastq.gz	e01911-B_S355_L001_R2_001.fastq.gz	29476	29476	29133	29133	28929	28929	27861	27861	27861	27861
e01911-C-20240423	e01911-C-20240423	1	e01911-C_S508_L001_R1_001.fastq.gz	e01911-C_S508_L001_R2_001.fastq.gz	22895	22895	22584	22584	2806	2806	2455	2455	2455	2455
e01911-C-20240611	e01911-C-20240611	3	e01911-C_S451_L001_R1_001.fastq.gz	e01911-C_S451_L001_R2_001.fastq.gz	8981	8981	8756	8756	8623	8623	6150	6150	6150	70
e01912-A-20240423	e01912-A-20240423	1	e01912-A_S317_L001_R1_001.fastq.gz	e01912-A_S317_L001_R2_001.fastq.gz	8121	8121	8019	8019	3346	3346	2803	2803	2803	2803
e01912-A-20240613	e01912-A-20240613	4	e01912-A_S92_L001_R1_001.fastq.gz	e01912-A_S92_L001_R2_001.fastq.gz	11587	11587	7929	7929	7183	7183	3493	3493	3493	571
e01912-B-20240423	e01912-B-20240423	1	e01912-B_S413_L001_R1_001.fastq.gz	e01912-B_S413_L001_R2_001.fastq.gz	16203	16203	15993	15993	15275	15275	14399	14399	14397	14397
e01912-B-20240611	e01912-B-20240611	3	e01912-B_S356_L001_R1_001.fastq.gz	e01912-B_S356_L001_R2_001.fastq.gz	13549	13549	13323	13323	10358	10358	7467	7467	7467	7467
e01912-C-20240423	e01912-C-20240423	1	e01912-C_S509_L001_R1_001.fastq.gz	e01912-C_S509_L001_R2_001.fastq.gz	15952	15952	15739	15739	6967	6967	6334	6334	6333	6333
e01912-C-20240611	e01912-C-20240611	3	e01912-C_S452_L001_R1_001.fastq.gz	e01912-C_S452_L001_R2_001.fastq.gz	24482	24482	24176	24176	21758	21758	20329	20329	20309	20309
e01913-A-20240423	e01913-A-20240423	1	e01913-A_S318_L001_R1_001.fastq.gz	e01913-A_S318_L001_R2_001.fastq.gz	16386	16386	16165	16165	5354	5354	4536	4536	4536	4536
e01913-A-20240613	e01913-A-20240613	4	e01913-A_S93_L001_R1_001.fastq.gz	e01913-A_S93_L001_R2_001.fastq.gz	17460	17460	17224	17224	14180	14180	639	639	639	639
e01913-B-20240423	e01913-B-20240423	1	e01913-B_S414_L001_R1_001.fastq.gz	e01913-B_S414_L001_R2_001.fastq.gz	12615	12615	12406	12406	11920	11920	10727	10727	10727	10727
e01913-B-20240611	e01913-B-20240611	3	e01913-B_S357_L001_R1_001.fastq.gz	e01913-B_S357_L001_R2_001.fastq.gz	11191	11191	11056	11056	9385	9385	11	11	11	11
e01913-C-20240423	e01913-C-20240423	1	e01913-C_S510_L001_R1_001.fastq.gz	e01913-C_S510_L001_R2_001.fastq.gz	8186	8186	8081	8081	3454	3454	2577	2577	2577	2577
e01913-C-20240611	e01913-C-20240611	3	e01913-C_S453_L001_R1_001.fastq.gz	e01913-C_S453_L001_R2_001.fastq.gz	23596	23596	23293	23293	21167	21167	16614	16614	16614	16614
e01914-A-20240423	e01914-A-20240423	1	e01914-A_S319_L001_R1_001.fastq.gz	e01914-A_S319_L001_R2_001.fastq.gz	20675	20675	20396	20396	19490	19490	16491	16491	16214	16214
e01914-A-20240613	e01914-A-20240613	4	e01914-A_S94_L001_R1_001.fastq.gz	e01914-A_S94_L001_R2_001.fastq.gz	48213	48213	47669	47669	47010	47010	40773	40773	40773	40773
e01914-B-20240423	e01914-B-20240423	1	e01914-B_S415_L001_R1_001.fastq.gz	e01914-B_S415_L001_R2_001.fastq.gz	3260	3260	3211	3211	2811	2811	5	5	5	5
e01914-B-20240611	e01914-B-20240611	3	e01914-B_S358_L001_R1_001.fastq.gz	e01914-B_S358_L001_R2_001.fastq.gz	23195	23195	22935	22935	21169	21169	15939	15939	15939	15939
e01914-C-20240423	e01914-C-20240423	1	e01914-C_S511_L001_R1_001.fastq.gz	e01914-C_S511_L001_R2_001.fastq.gz	23444	23444	23098	23098	9672	9672	9014	9014	9014	9014
e01914-C-20240611	e01914-C-20240611	3	e01914-C_S454_L001_R1_001.fastq.gz	e01914-C_S454_L001_R2_001.fastq.gz	4934	4934	4846	4846	4739	4739	0	0	0	0
e01915-A-20240423	e01915-A-20240423	1	e01915-A_S320_L001_R1_001.fastq.gz	e01915-A_S320_L001_R2_001.fastq.gz	16671	16671	16421	16421	2413	2413	1588	1588	1588	1588
e01915-A-20240611	e01915-A-20240611	3	e01915-A_S85_L001_R1_001.fastq.gz	e01915-A_S85_L001_R2_001.fastq.gz	15772	15772	15521	15521	14695	14695	16	16	16	16
e01915-B-20240423	e01915-B-20240423	1	e01915-B_S416_L001_R1_001.fastq.gz	e01915-B_S416_L001_R2_001.fastq.gz	7924	7924	7796	7796	1228	1228	252	252	252	252
e01915-B-20240611	e01915-B-20240611	3	e01915-B_S173_L001_R1_001.fastq.gz	e01915-B_S173_L001_R2_001.fastq.gz	35674	35674	35254	35254	31612	31612	18646	18646	18638	18638
e01915-C-20240423	e01915-C-20240423	1	e01915-C_S512_L001_R1_001.fastq.gz	e01915-C_S512_L001_R2_001.fastq.gz	12989	12989	12815	12815	5301	5301	4819	4819	4819	4819
e01915-C-20240611	e01915-C-20240611	3	e01915-C_S261_L001_R1_001.fastq.gz	e01915-C_S261_L001_R2_001.fastq.gz	25649	25649	25318	25318	22696	22696	11126	11126	11121	11121
e01916-A-20240423	e01916-A-20240423	1	e01916-A_S321_L001_R1_001.fastq.gz	e01916-A_S321_L001_R2_001.fastq.gz	6421	6421	6328	6328	2906	2906	421	421	421	421
e01916-A-20240611	e01916-A-20240611	3	e01916-A_S86_L001_R1_001.fastq.gz	e01916-A_S86_L001_R2_001.fastq.gz	24184	24184	22612	22612	21940	21940	18	18	18	18
e01916-B-20240423	e01916-B-20240423	1	e01916-B_S417_L001_R1_001.fastq.gz	e01916-B_S417_L001_R2_001.fastq.gz	2737	2737	2697	2697	1372	1372	295	295	295	295
e01916-B-20240611	e01916-B-20240611	3	e01916-B_S174_L001_R1_001.fastq.gz	e01916-B_S174_L001_R2_001.fastq.gz	36039	36039	35135	35135	30208	30208	13082	13082	13043	13043
e01916-C-20240423	e01916-C-20240423	1	e01916-C_S513_L001_R1_001.fastq.gz	e01916-C_S513_L001_R2_001.fastq.gz	3464	3464	3419	3419	1721	1721	1113	1113	1113	1113
e01916-C-20240611	e01916-C-20240611	3	e01916-C_S262_L001_R1_001.fastq.gz	e01916-C_S262_L001_R2_001.fastq.gz	32951	32951	31229	31229	29620	29620	17	17	17	17
e01917-A-20240611	e01917-A-20240611	3	e01917-A_S1_L001_R1_001.fastq.gz	e01917-A_S1_L001_R2_001.fastq.gz	1149	1149	1141	1141	866	866	803	803	803	803
e01917-B-20240611	e01917-B-20240611	3	e01917-B_S89_L001_R1_001.fastq.gz	e01917-B_S89_L001_R2_001.fastq.gz	11994	11994	11397	11397	3374	3374	298	298	298	298
e01917-C-20240611	e01917-C-20240611	3	e01917-C_S177_L001_R1_001.fastq.gz	e01917-C_S177_L001_R2_001.fastq.gz	35200	35200	34802	34802	31110	31110	24271	24271	24249	24249
e01918-A-20240611	e01918-A-20240611	3	e01918-A_S2_L001_R1_001.fastq.gz	e01918-A_S2_L001_R2_001.fastq.gz	4133	4133	3845	3845	2337	2337	991	991	991	991
e01918-B-20240611	e01918-B-20240611	3	e01918-B_S90_L001_R1_001.fastq.gz	e01918-B_S90_L001_R2_001.fastq.gz	15435	15435	15162	15162	11768	11768	10110	10110	10110	10110
e01918-C-20240611	e01918-C-20240611	3	e01918-C_S178_L001_R1_001.fastq.gz	e01918-C_S178_L001_R2_001.fastq.gz	1902	1902	1864	1864	362	362	277	277	277	277
e01919-A-20240611	e01919-A-20240611	3	e01919-A_S3_L001_R1_001.fastq.gz	e01919-A_S3_L001_R2_001.fastq.gz	29932	29932	29569	29569	27032	27032	20029	20029	20012	20007
e01919-B-20240611	e01919-B-20240611	3	e01919-B_S91_L001_R1_001.fastq.gz	e01919-B_S91_L001_R2_001.fastq.gz	10068	10068	10001	10001	9905	9905	9352	9352	9148	9148
e01919-C-20240611	e01919-C-20240611	3	e01919-C_S179_L001_R1_001.fastq.gz	e01919-C_S179_L001_R2_001.fastq.gz	66565	66565	65813	65813	65355	65355	58420	58420	58420	58420
e01920-A-20240611	e01920-A-20240611	3	e01920-A_S4_L001_R1_001.fastq.gz	e01920-A_S4_L001_R2_001.fastq.gz	31619	31619	31220	31220	29915	29915	18844	18844	18827	18827
e01920-B-20240611	e01920-B-20240611	3	e01920-B_S92_L001_R1_001.fastq.gz	e01920-B_S92_L001_R2_001.fastq.gz	25253	25253	23992	23992	20883	20883	11534	11534	11534	11534
e01920-C-20240611	e01920-C-20240611	3	e01920-C_S180_L001_R1_001.fastq.gz	e01920-C_S180_L001_R2_001.fastq.gz	30310	30310	29043	29043	25325	25325	20387	20387	20382	20382
e01921-A-20240611	e01921-A-20240611	3	e01921-A_S5_L001_R1_001.fastq.gz	e01921-A_S5_L001_R2_001.fastq.gz	30039	30039	29222	29222	28084	28084	16849	16849	16849	16849
e01921-B-20240611	e01921-B-20240611	3	e01921-B_S93_L001_R1_001.fastq.gz	e01921-B_S93_L001_R2_001.fastq.gz	32050	32050	29585	29585	23797	23797	18460	18460	18411	18411
e01921-C-20240611	e01921-C-20240611	3	e01921-C_S181_L001_R1_001.fastq.gz	e01921-C_S181_L001_R2_001.fastq.gz	31526	31526	30218	30218	26617	26617	18251	18251	18251	18251
e01922-A-20240611	e01922-A-20240611	3	e01922-A_S6_L001_R1_001.fastq.gz	e01922-A_S6_L001_R2_001.fastq.gz	5995	5995	5901	5901	1154	1154	782	782	782	782
e01922-B-20240611	e01922-B-20240611	3	e01922-B_S94_L001_R1_001.fastq.gz	e01922-B_S94_L001_R2_001.fastq.gz	27636	27636	26074	26074	21197	21197	15755	15755	15755	15755
e01922-C-20240611	e01922-C-20240611	3	e01922-C_S182_L001_R1_001.fastq.gz	e01922-C_S182_L001_R2_001.fastq.gz	43556	43556	43003	43003	41773	41773	33449	33449	33351	33351
e01923-A-20240611	e01923-A-20240611	3	e01923-A_S7_L001_R1_001.fastq.gz	e01923-A_S7_L001_R2_001.fastq.gz	4716	4716	4396	4396	1796	1796	1079	1079	1079	1079
e01923-B-20240611	e01923-B-20240611	3	e01923-B_S95_L001_R1_001.fastq.gz	e01923-B_S95_L001_R2_001.fastq.gz	13624	13624	13476	13476	10258	10258	9724	9724	9724	9724
e01923-C-20240611	e01923-C-20240611	3	e01923-C_S183_L001_R1_001.fastq.gz	e01923-C_S183_L001_R2_001.fastq.gz	4130	4130	4083	4083	1373	1373	856	856	856	856
e01924-A-20240611	e01924-A-20240611	3	e01924-A_S8_L001_R1_001.fastq.gz	e01924-A_S8_L001_R2_001.fastq.gz	17305	17305	16615	16615	13574	13574	6827	6827	6827	6827
e01924-B-20240611	e01924-B-20240611	3	e01924-B_S96_L001_R1_001.fastq.gz	e01924-B_S96_L001_R2_001.fastq.gz	26245	26245	25759	25759	20747	20747	10203	10203	10195	10195
